ski_pass,godina,vreme_nesrece,value,date1,date1_ts,
01-1078-02-181906 74,2012,12/31/2012 15:40,Karaman greben,12/31/2012 15:40,252127186,
01-1078-06-55362 75,2012,12/31/2012 16:05,Karaman greben,12/31/2012 16:05,252128673,
01-1078-08-72989 11,2013,1/1/2013 12:05,Karaman greben,1/1/2013 12:05,252200697,
01-1078-08- 73236 11,2013,1/2/2013 9:50,Karaman greben,1/2/2013 9:50,252278997,
01-1078-08-73494 11,2013,1/2/2013 14:53,Karaman greben,1/2/2013 14:53,252297165,
01-1078-04-134525 75,2013,1/3/2013 16:20,Karaman greben,1/3/2013 16:20,252388791,
01-1078-08-74099 11,2013,1/4/2013 15:02,Karaman greben,1/4/2013 15:02,252470490,
01-1078-06-56025 74,2013,1/6/2013 12:05,Karaman greben,1/6/2013 12:05,252632664,
01-1078-02-182754 67,2013,1/7/2013 12:15,Karaman greben,1/7/2013 12:15,252719683,
01-1078-12-21064 79,2013,1/7/2013 13:45,Karaman greben,1/7/2013 13:45,252725079,
01-1078-12-19849 37,2013,1/8/2013 14:00,Karaman greben,1/8/2013 14:00,252812356,
01-1078-12-19629 37,2013,1/10/2013 13:20,Karaman greben,1/10/2013 13:20,252982780,
01-1078-05-25213 8,2013,1/10/2013 13:49,Karaman greben,1/10/2013 13:49,252984549,
01-1078-04-134825 75,2013,1/11/2013 14:00,Karaman greben,1/11/2013 14:00,253071566,
01-1078-12-19185 37,2013,1/11/2013 15:45,Karaman greben,1/11/2013 15:45,253077908,
01-1078-06-56522 74,2013,1/13/2013 10:10,Karaman greben,1/13/2013 10:10,253230578,
12-1078-10-16004548168,2013,1/13/2013 14:52,Karaman greben,1/13/2013 14:52,253247505,
01-1078-02-183505 73,2013,1/14/2013 11:15,Karaman greben,1/14/2013 11:15,253320893,
12-1078-04-176826458 75,2013,1/15/2013 11:50,Karaman greben,1/15/2013 11:50,253409368,
01-1078-13-2782 67,2013,1/16/2013 10:40,Karaman greben,1/16/2013 10:40,253491557,
01-1078-08-76733 55,2013,1/17/2013 12:48,Karaman greben,1/17/2013 12:48,253585682,
01-1078-06-56850 80,2013,1/17/2013 13:15,Karaman greben,1/17/2013 13:15,253587279,
01-1078-13-2707 79,2013,1/18/2013 14:40,Karaman greben,1/18/2013 14:40,253678809,
01-1078-11-10793 71,2013,1/20/2013 13:45,Karaman greben,1/20/2013 13:45,253848260,
01-1078-08-77705 11,2013,1/20/2013 15:00,Karaman greben,1/20/2013 15:00,253852760,
01-1078-10-29235 76,2013,1/20/2013 15:00,Karaman greben,1/20/2013 15:00,253852804,
01-1078-02-183759 77,2013,1/21/2013 11:10,Karaman greben,1/21/2013 11:10,253925384,
01-1078-02-183780 77,2013,1/21/2013 11:12,Karaman greben,1/21/2013 11:12,253925526,
01-1078-04-135447 74,2013,1/21/2013 11:31,Karaman greben,1/21/2013 11:31,253926654,
01-1078-13-3016 55,2013,1/22/2013 10:15,Karaman greben,1/22/2013 10:15,254008491,
01-1078-01-293520 77,2013,1/24/2013 10:45,Karaman greben,1/24/2013 10:45,254183072,
08-77798 55,2013,1/24/2013 12:52,Karaman greben,1/24/2013 12:52,254190685,
01-1078-03-138668 52,2013,1/24/2013 13:55,Karaman greben,1/24/2013 13:55,254194481,
01-1078-08-78206 55,2013,1/24/2013 14:00,Karaman greben,1/24/2013 14:00,254194802,
01-1078-02-183850 76,2013,1/24/2013 14:50,Karaman greben,1/24/2013 14:50,254197806,
01-1078-13-3358 67,2013,1/25/2013 12:20,Karaman greben,1/25/2013 12:20,254275164,
01-1078-08-77733 11,2013,1/25/2013 15:05,Karaman greben,1/25/2013 15:05,254285074,
/,2013,1/25/2013 15:05,Karaman greben,1/25/2013 15:05,254285095,
01-1078-03-138929,2013,1/26/2013 11:15,Karaman greben,1/26/2013 11:15,254357669,
01-1078-03-139165 75,2013,1/28/2013 15:00,Karaman greben,1/28/2013 15:00,254543982,
01-1078-01-203762 74,2013,1/30/2013 11:15,Karaman greben,1/30/2013 11:15,254703276,
01-1078-03-139114 68,2013,1/30/2013 15:45,Karaman greben,1/30/2013 15:45,254719472,
01-1078-08-78515 55,2013,1/31/2013 14:40,Karaman greben,1/31/2013 14:40,254801950,
29-1078-12-20080  37,2013,1/31/2013 16:25,Karaman greben,1/31/2013 16:25,254808264,
01-1078-06-57448 77,2013,2/1/2013 15:10,Karaman greben,2/1/2013 15:10,254890162,
01-1078-06-57540 75,2013,2/2/2013 9:35,Karaman greben,2/2/2013 9:35,254956469,
01-1078-06-57556 75,2013,2/2/2013 10:25,Karaman greben,2/2/2013 10:25,254959486,
01-1078-08 79371 11,2013,2/3/2013 10:28,Karaman greben,2/3/2013 10:28,255046069,
01-1078-04-135830 77,2013,2/3/2013 11:56,Karaman greben,2/3/2013 11:56,255051310,
01-1078-13-4173 57,2013,2/5/2013 10:28,Karaman greben,2/5/2013 10:28,255218877,
01-1078-02-184337 74,2013,2/5/2013 14:00,Karaman greben,2/5/2013 14:00,255231576,
/,2013,2/6/2013 14:15,Karaman greben,2/6/2013 14:15,255318852,
01-1078-06-57798 79,2013,2/6/2013 15:45,Karaman greben,2/6/2013 15:45,255324286,
01-1078-03-139878 68,2013,2/7/2013 13:30,Karaman greben,2/7/2013 13:30,255402596,
01-1078-08-80249 55,2013,2/8/2013 11:55,Karaman greben,2/8/2013 11:55,255483253,
12-1078-03-118627594 75,2013,2/8/2013 13:06,Karaman greben,2/8/2013 13:06,255487553,
01-1078-08-80034 55,2013,2/9/2013 12:30,Karaman greben,2/9/2013 12:30,255571788,
01-1078-01-204730 33,2013,2/9/2013 15:18,Karaman greben,2/9/2013 15:18,255581847,
01-1078-03-140588 67,2013,2/13/2013 13:20,Karaman greben,2/13/2013 13:20,255920379,
01-1078-80-119960 86,2013,2/14/2013 12:10,Karaman greben,2/14/2013 12:10,256002555,
01-1078-01-199612 64,2013,2/14/2013 14:00,Karaman greben,2/14/2013 14:00,256009177,
01-1078-08-81162 55,2013,2/14/2013 14:15,Karaman greben,2/14/2013 14:15,256010102,
01-1078-05-26115 70,2013,2/15/2013 13:15,Karaman greben,2/15/2013 13:15,256092900,
01-1078-10-25253 11,2013,2/16/2013 16:05,Karaman greben,2/16/2013 16:05,256189470,
01-1078-03-140312 75,2013,2/16/2013 16:10,Karaman greben,2/16/2013 16:10,256189805,
01-1078-04-136396 76,2013,2/17/2013 11:56,Karaman greben,2/17/2013 11:56,256260954,
01-1078-01-205722 68,2013,2/17/2013 12:27,Karaman greben,2/17/2013 12:27,256262828,
01-1078-05-26222 70,2013,2/17/2013 12:29,Karaman greben,2/17/2013 12:29,256262928,
1.0781E+11,2013,2/17/2013 12:32,Karaman greben,2/17/2013 12:32,256263090,
01-1078-12- 20649 8,2013,2/18/2013 13:43,Karaman greben,2/18/2013 13:43,256353734,
01-1078-02-185323 77,2013,2/19/2013 16:22,Karaman greben,2/19/2013 16:22,256449689,
01-1078-03-137422 52,2013,2/20/2013 11:05,Karaman greben,2/20/2013 11:05,256517077,
01-1078-12-23960 79,2013,2/21/2013 13:15,Karaman greben,2/21/2013 13:15,256611288,
Nema skipass,2013,2/21/2013 16:20,Karaman greben,2/21/2013 16:20,256622397,
01-1078-08-82635 55,2013,2/22/2013 13:47,Karaman greben,2/22/2013 13:47,256699599,
01-1078-08-82469 55,2013,2/22/2013 13:50,Karaman greben,2/22/2013 13:50,256699807,
01-1078-13-5522 75,2013,2/22/2013 14:10,Karaman greben,2/22/2013 14:10,256700960,
01-1078-10-31154 57,2013,2/23/2013 15:53,Karaman greben,2/23/2013 15:53,256793578,
nije posedovao skipass,2013,2/23/2013 16:30,Karaman greben,2/23/2013 16:30,256795763,
01-1078-11-11317 71,2013,2/24/2013 11:30,Karaman greben,2/24/2013 11:30,256864179,
01- 1078-12-23924 79,2013,2/24/2013 12:00,Karaman greben,2/24/2013 12:00,256865950,
29-1078-08-81683 55,2013,2/24/2013 12:28,Karaman greben,2/24/2013 12:28,256867685,
01-1078-03-141886 52,2013,2/25/2013 12:50,Karaman greben,2/25/2013 12:50,256955368,
01-1078-06-59052 76,2013,2/25/2013 13:00,Karaman greben,2/25/2013 13:00,256955960,
01-1078-13-6126 79,2013,2/25/2013 13:10,Karaman greben,2/25/2013 13:10,256956592,
01-1078-09-10569 8,2013,2/25/2013 15:27,Karaman greben,2/25/2013 15:27,256964787,
01-1078-01-206583 67,2013,2/26/2013 13:10,Karaman greben,2/26/2013 13:10,257043009,
01-1078-08-83912 55,2013,2/28/2013 10:15,Karaman greben,2/28/2013 10:15,257205255,
01-1078-05-26697 8,2013,2/28/2013 15:20,Karaman greben,2/28/2013 15:20,257223607,
01-1078-06-59093 77,2013,2/28/2013 16:24,Karaman greben,2/28/2013 16:24,257227408,
01-1078-01-207065 75,2013,3/1/2013 11:26,Karaman greben,3/1/2013 11:26,257295928,
01-1078-03-142007 11,2013,3/2/2013 14:06,Karaman greben,3/2/2013 14:06,257391942,
01-1078-11-11469 71,2013,3/2/2013 15:05,Karaman greben,3/2/2013 15:05,257395502,
01-1078-02-185799 67,2013,3/2/2013 16:25,Karaman greben,3/2/2013 16:25,257400280,
01-1078-11-11411 71,2013,3/3/2013 10:50,Karaman greben,3/3/2013 10:50,257466582,
01-1078-03-136937 67,2013,3/3/2013 12:00,Karaman greben,3/3/2013 12:00,257470791,
01-1078-02-186660 67,2013,3/4/2013 16:00,Karaman greben,3/4/2013 16:00,257571598,
01-1078-01207529 68,2013,3/4/2013 16:55,Karaman greben,3/4/2013 16:55,257574901,
01-1078-12-24575 57,2013,3/5/2013 14:35,Karaman greben,3/5/2013 14:35,257652902,
01-1078-12-24813 52,2013,3/5/2013 16:27,Karaman greben,3/5/2013 16:27,257659570,
01-1078-08-85997 55,2013,3/6/2013 16:22,Karaman greben,3/6/2013 16:22,257745703,
01-1078-09-8139 57 ,2013,3/10/2013 13:45,Karaman greben,3/10/2013 13:45,258081858,
01-1078-01-201355 33,2013,3/10/2013 14:35,Karaman greben,3/10/2013 14:35,258084878,
01-1078-10-32843 57,2013,3/13/2013 16:15,Karaman greben,3/13/2013 16:15,258350061,
01-1078-01-199513 40,2013,3/15/2013 15:26,Karaman greben,3/15/2013 15:26,258519914,
01-1078-12-25323 8,2013,3/16/2013 15:05,Karaman greben,3/16/2013 15:05,258605076,
01-1078-12-25331 8,2013,3/16/2013 15:30,Karaman greben,3/16/2013 15:30,258606553,
01-1078-02-18 9128 77,2013,3/16/2013 16:30,Karaman greben,3/16/2013 16:30,258610178,
01-1078-01 208756 68,2013,3/18/2013 16:27,Karaman greben,3/18/2013 16:27,258782776,
01-1078-08-87585 11,2013,3/19/2013 12:30,Karaman greben,3/19/2013 12:30,258854972,
01-1078-08-87860 11,2013,3/22/2013 14:10,Karaman greben,3/22/2013 14:10,259120183,
01-1078-10-33767 11,2013,3/23/2013 11:28,Karaman greben,3/23/2013 11:28,259196866,
12-1078-03-26175936 38,2013,3/25/2013 13:35,Karaman greben,3/25/2013 13:35,259377304,
NEMA,2013,3/27/2013 13:52,Karaman greben,3/27/2013 13:52,259551094,
01-1078-01-199384 64,2013,3/28/2013 12:25,Karaman greben,3/28/2013 12:25,259632284,
29-1078-07-81682 55,2013,4/1/2013 13:45,Karaman greben,4/1/2013 13:45,259982679,
01-1078-89218 76,2013,4/4/2013 11:11,Karaman greben,4/4/2013 11:11,260232646,
01-1078-0889175655,2013,4/4/2013 11:25,Karaman greben,4/4/2013 11:25,260233499,
01-1078-01-199512 40,2013,4/15/2013 10:02,Karaman greben,4/15/2013 10:02,261178870,
01-1078-03-145311 73,2013,4/19/2013 11:36,Karaman greben,4/19/2013 11:36,261530143,
01-1078-08-90175 66,2013,12/1/2013 13:14,Karaman greben,12/1/2013 13:14,281062415,
01-1078-08-90482 73,2013,12/5/2013 11:40,Karaman greben,12/5/2013 11:40,281402374,
01-1078 10 35046 33,2013,12/6/2013 11:02,Karaman greben,12/6/2013 11:02,281486507,
01-1078-10-35679 33,2013,12/7/2013 11:50,Karaman greben,12/7/2013 11:50,281575791,
01-1078-01-2100 25,2013,12/8/2013 11:50,Karaman greben,12/8/2013 11:50,281662196,
01-1078-02-187906 68,2013,12/8/2013 12:50,Karaman greben,12/8/2013 12:50,281665757,
01-1078-08-91567 73,2013,12/8/2013 13:50,Karaman greben,12/8/2013 13:50,281669398,
01-1078-02-188239 68,2013,12/8/2013 14:15,Karaman greben,12/8/2013 14:15,281670903,
01-1078-10 543212 64,2013,12/16/2013 10:30,Karaman greben,12/16/2013 10:30,282348605,
01-210515 76,2013,12/16/2013 14:20,Karaman greben,12/16/2013 14:20,282362389,
01-1078-08-92857 81,2013,12/19/2013 12:45,Karaman greben,12/19/2013 12:45,282615873,
01-1078-05-28432 42,2013,12/24/2013 11:40,Karaman greben,12/24/2013 11:40,283043977,
01-1078-64-139220 80,2013,12/24/2013 14:05,Karaman greben,12/24/2013 14:05,283052696,
01-1078-01-211921 52,2013,12/25/2013 13:45,Karaman greben,12/25/2013 13:45,283137900,
01-1078-08-93971 33,2013,12/26/2013 13:00,Karaman greben,12/26/2013 13:00,283221579,
01-1078-12-27016 8,2013,12/26/2013 15:20,Karaman greben,12/26/2013 15:20,283229954,
01-1078-04-139258 76,2013,12/27/2013 12:25,Karaman greben,12/27/2013 12:25,283305903,
01-1078-1037802 8,2013,12/27/2013 12:50,Karaman greben,12/27/2013 12:50,283307395,
01-1078-13-11161 81,2013,12/29/2013 12:17,Karaman greben,12/29/2013 12:17,283478200,
01-1078-12-27161 8,2013,12/29/2013 12:45,Karaman greben,12/29/2013 12:45,283479903,
01-1078-04-139115 80,2013,12/30/2013 11:00,Karaman greben,12/30/2013 11:00,283560009,
01-1078-13-11353 67,2013,12/30/2013 14:50,Karaman greben,12/30/2013 14:50,283573752,
01-1078-04-139420 76,2014,1/1/2014 10:55,Karaman greben,1/1/2014 10:55,283732497,
01-1078-13-11203 81,2014,1/1/2014 11:34,Karaman greben,1/1/2014 11:34,283734796,
01-1078-01-212583 73,2014,1/1/2014 14:40,Karaman greben,1/1/2014 14:40,283745986,
29-1078-10-34725 64,2014,1/1/2014 15:20,Karaman greben,1/1/2014 15:20,283748383,
07-1078-05-27816 33,2014,1/3/2014 13:35,Karaman greben,1/3/2014 13:35,283914875,
01-1078-102-189883 66,2014,1/3/2014 14:56,Karaman greben,1/3/2014 14:56,283919752,
01-1078-04-139694 80,2014,1/5/2014 12:25,Karaman greben,1/5/2014 12:25,284083490,
01-1078-03-145874 84,2014,1/5/2014 12:30,Karaman greben,1/5/2014 12:30,284083793,
01-1078-10-38594 70,2014,1/5/2014 14:30,Karaman greben,1/5/2014 14:30,284090969,
01-1078-08-95656 73,2014,1/6/2014 13:11,Karaman greben,1/6/2014 13:11,284172651,
01-1078-04-139676 86,2014,1/7/2014 10:00,Karaman greben,1/7/2014 10:00,284247553,
01-1614 7133 5345 3028 9905-0,2014,1/7/2014 10:00,Karaman greben,1/7/2014 10:00,284247565,
01-1078-01-213660 33,2014,1/8/2014 11:40,Karaman greben,1/8/2014 11:40,284340007,
01-1078-12-28048 8,2014,1/8/2014 11:50,Karaman greben,1/8/2014 11:50,284340566,
01-1078-08-96012 82,2014,1/8/2014 15:50,Karaman greben,1/8/2014 15:50,284354963,
01-1078-04-139817 80,2014,1/8/2014 15:50,Karaman greben,1/8/2014 15:50,284354966,
01-1078-13-12580 67,2014,1/9/2014 11:25,Karaman greben,1/9/2014 11:25,284425470,
01-1078-11-11943 71,2014,1/9/2014 11:55,Karaman greben,1/9/2014 11:55,284427298,
01-1078-02-190075 82,2014,1/9/2014 12:15,Karaman greben,1/9/2014 12:15,284428503,
01-1078-12-27999 8,2014,1/9/2014 13:30,Karaman greben,1/9/2014 13:30,284433008,
01-1078-15 443-74,2014,1/12/2014 13:20,Karaman greben,1/12/2014 13:20,284691579,
12-1078-04-151800797 80,2014,1/12/2014 14:20,Karaman greben,1/12/2014 14:20,284695209,
01-1078-14-732 84,2014,1/13/2014 13:25,Karaman greben,1/13/2014 13:25,284778280,
01-1078-12-28542 8,2014,1/14/2014 12:00,Karaman greben,1/14/2014 12:00,284859566,
01-1078-12-26148 42,2014,1/15/2014 13:20,Karaman greben,1/15/2014 13:20,284950752,
01-1078-01-214689 73,2014,1/16/2014 13:08,Karaman greben,1/16/2014 13:08,285036448,
01-1078-08-96451 93,2014,1/16/2014 14:10,Karaman greben,1/16/2014 14:10,285040184,
01-1078-05-29264 64,2014,1/17/2014 11:55,Karaman greben,1/17/2014 11:55,285118468,
01-1078-12-28804 70,2014,1/17/2014 13:30,Karaman greben,1/17/2014 13:30,285124205,
01-1078-02-1907557 82,2014,1/17/2014 15:36,Karaman greben,1/17/2014 15:36,285131711,
01-1078-09-12560 70,2014,1/18/2014 15:30,Karaman greben,1/18/2014 15:30,285217766,
12-1078-08-210506450 36,2014,1/19/2014 13:40,Karaman greben,1/19/2014 13:40,285297563,
01-1078-01... dalje se nije video broj,2014,1/20/2014 11:40,Karaman greben,1/20/2014 11:40,285376774,
01-1078-01-215519 38,2014,1/20/2014 12:40,Karaman greben,1/20/2014 12:40,285380399,
očev ski-pass 01-1078-04-140077 76,2014,1/20/2014 14:15,Karaman greben,1/20/2014 14:15,285386090,
01-1078-01-215535 38,2014,1/21/2014 10:00,Karaman greben,1/21/2014 10:00,285457150,
01-1078-13-13983 84,2014,1/21/2014 10:35,Karaman greben,1/21/2014 10:35,285459269,
01-1078-08-97437 36,2014,1/21/2014 11:30,Karaman greben,1/21/2014 11:30,285462565,
01-1078-02-191508 83,2014,1/21/2014 12:00,Karaman greben,1/21/2014 12:00,285464386,
01-1078-01-215659,2014,1/21/2014 12:45,Karaman greben,1/21/2014 12:45,285467051,
01-1078-06-61770 52,2014,1/22/2014 12:04,Karaman greben,1/22/2014 12:04,285551014,
01-1078-08-97560 36,2014,1/22/2014 13:40,Karaman greben,1/22/2014 13:40,285556769,
01-1078-02-191647 82,2014,1/22/2014 17:03,Karaman greben,1/22/2014 17:03,285568933,
01-1078-01-215552 38,2014,1/23/2014 14:40,Karaman greben,1/23/2014 14:40,285646792,
01-1078-13-13993 84,2014,1/23/2014 14:50,Karaman greben,1/23/2014 14:50,285647369,
01-1078-10-39360 84,2014,1/24/2014 9:22,Karaman greben,1/24/2014 9:22,285714071,
01-1078-01-215233 82,2014,1/24/2014 10:40,Karaman greben,1/24/2014 10:40,285718801,
01-1078-08-97385 67,2014,1/24/2014 11:02,Karaman greben,1/24/2014 11:02,285720073,
01-1078-01-215556 38,2014,1/24/2014 11:50,Karaman greben,1/24/2014 11:50,285722977,
01-1078-08-97851 67,2014,1/24/2014 12:05,Karaman greben,1/24/2014 12:05,285723908,
01-1078-03-146094 67,2014,1/28/2014 9:37,Karaman greben,1/28/2014 9:37,286060616,
01-1078-12-29252 83,2014,1/28/2014 14:32,Karaman greben,1/28/2014 14:32,286078282,
01-1078-10-39554 76,2014,1/29/2014 13:25,Karaman greben,1/29/2014 13:25,286160653,
01-1078-13-14463 36,2014,1/29/2014 13:25,Karaman greben,1/29/2014 13:25,286160701,
01-1078-02-192180 82,2014,2/2/2014 13:50,Karaman greben,2/2/2014 13:50,286507753,
01-1078-12-29607 70,2014,2/2/2014 14:40,Karaman greben,2/2/2014 14:40,286510758,
01-1078-02-192433 81,2014,2/3/2014 12:05,Karaman greben,2/3/2014 12:05,286587876,
01-1078-03-146250 70,2014,2/3/2014 12:10,Karaman greben,2/3/2014 12:10,286588181,
01-1078-12-29704 52,2014,2/3/2014 12:20,Karaman greben,2/3/2014 12:20,286588769,
01-1078-12-16829 82,2014,2/4/2014 12:30,Karaman greben,2/4/2014 12:30,286675767,
12-1078-1085-204400 81,2014,2/4/2014 15:38,Karaman greben,2/4/2014 15:38,286687077,
,2014,2/5/2014 14:45,Karaman greben,2/5/2014 14:45,286770265,
01-1078-13-14950 81,2014,2/6/2014 13:23,Karaman greben,2/6/2014 13:23,286851777,
01-1078-01-216800 82,2014,2/7/2014 14:20,Karaman greben,2/7/2014 14:20,286941595,
01-1078-03-146272 70,2014,2/8/2014 12:30,Karaman greben,2/8/2014 12:30,287021363,
01-1078-02-192597 73,2014,2/8/2014 15:35,Karaman greben,2/8/2014 15:35,287032461,
01-1078-13-15865 67,2014,2/9/2014 16:06,Karaman greben,2/9/2014 16:06,287120742,
01-1078-04-139689 80,2014,2/10/2014 10:00,Karaman greben,2/10/2014 10:00,287185157,
01-1078-13-15832 81,2014,2/10/2014 14:00,Karaman greben,2/10/2014 14:00,287199605,
01-1078-08-100572 36,2014,2/11/2014 12:30,Karaman greben,2/11/2014 12:30,287280588,
01-1078-02-192730 74,2014,2/12/2014 13:00,Karaman greben,2/12/2014 13:00,287368751,
01-1078-11-11901 71,2014,2/12/2014 13:00,Karaman greben,2/12/2014 13:00,287368765,
01-1078-08-100464 10,2014,2/12/2014 15:00,Karaman greben,2/12/2014 15:00,287376005,
12-1078-08-15231096136,2014,2/12/2014 15:11,Karaman greben,2/12/2014 15:11,287376610,
01-1078-08-100557 36,2014,2/13/2014 10:45,Karaman greben,2/13/2014 10:45,287447066,
01-1078-08-100689 81,2014,2/14/2014 11:02,Karaman greben,2/14/2014 11:02,287534504,
01-1078-09-13294 52,2014,2/15/2014 10:00,Karaman greben,2/15/2014 10:00,287617162,
01-1078-10-40982 78,2014,2/15/2014 10:45,Karaman greben,2/15/2014 10:45,287619879,
01-1078-12-30589 83,2014,2/16/2014 13:05,Karaman greben,2/16/2014 13:05,287714698,
01-1078-01-218750 70,2014,2/16/2014 13:30,Karaman greben,2/16/2014 13:30,287716174,
01-1078-04-140711 76,2014,2/16/2014 13:45,Karaman greben,2/16/2014 13:45,287717081,
01-1078-06-6268144,2014,2/17/2014 11:20,Karaman greben,2/17/2014 11:20,287794775,
01-1078-05 2740173,2014,2/18/2014 10:45,Karaman greben,2/18/2014 10:45,287879067,
01-1078-02-192709 74,2014,2/21/2014 11:38,Karaman greben,2/21/2014 11:38,288141489,
01-1078-04-140739 76,2014,2/21/2014 11:50,Karaman greben,2/21/2014 11:50,288142200,
01-1078-10-41992 38,2014,2/21/2014 12:45,Karaman greben,2/21/2014 12:45,288145481,
01-1078-08-102082 33,2014,2/21/2014 14:50,Karaman greben,2/21/2014 14:50,288152989,
01-1078-1042110 84,2014,2/22/2014 10:10,Karaman greben,2/22/2014 10:10,288222582,
01-1078-16-495 71,2014,2/23/2014 11:15,Karaman greben,2/23/2014 11:15,288312898,
01-1078-09-13601 44,2014,2/24/2014 15:10,Karaman greben,2/24/2014 15:10,288413396,
01-1078-10-42507 38,2014,2/25/2014 9:20,Karaman greben,2/25/2014 9:20,288478798,
01-1078-08-102491-82,2014,2/25/2014 10:55,Karaman greben,2/25/2014 10:55,288484490,
01-1078-11-12545 71,2014,2/26/2014 9:30,Karaman greben,2/26/2014 9:30,288565788,
01-1078-13-17096 67,2014,2/26/2014 11:40,Karaman greben,2/26/2014 11:40,288573596,
01-1078-04-141011 80,2014,2/26/2014 13:20,Karaman greben,2/26/2014 13:20,288579573,
01-1078-02-193630 70,2014,2/27/2014 10:00,Karaman greben,2/27/2014 10:00,288653965,
01-1078-02-193689 83,2014,2/27/2014 10:55,Karaman greben,2/27/2014 10:55,288657272,
01-1078-12-31459 70,2014,2/27/2014 15:26,Karaman greben,2/27/2014 15:26,288673531,
01-1078-1042393 38,2014,2/28/2014 14:10,Karaman greben,2/28/2014 14:10,288755392,
01-1078-06-63099 83,2014,3/3/2014 15:25,Karaman greben,3/3/2014 15:25,289019089,
01-1078-01-42823 82,2014,3/4/2014 10:30,Karaman greben,3/4/2014 10:30,289087755,
01-1078-02-194139 76,2014,3/5/2014 9:10,Karaman greben,3/5/2014 9:10,289169396,
01-1078-10-34920 64,2014,3/7/2014 14:15,Karaman greben,3/7/2014 14:15,289360490,
01-1078-12-31937 70,2014,3/7/2014 15:30,Karaman greben,3/7/2014 15:30,289364968,
01-1078-12-32135 52,2014,3/9/2014 12:55,Karaman greben,3/9/2014 12:55,289528499,
01-1078-01-220763-67,2014,3/9/2014 14:01,Karaman greben,3/9/2014 14:01,289532410,
01-1078-06-63337 83,2014,3/9/2014 16:00,Karaman greben,3/9/2014 16:00,289539571,
01-1078-10-34682 64,2014,3/12/2014 10:30,Karaman greben,3/12/2014 10:30,289778975,
01-1078-08-104506 67,2014,3/14/2014 12:15,Karaman greben,3/14/2014 12:15,289958104,
01-1078-10-44569 74,2014,3/14/2014 13:15,Karaman greben,3/14/2014 13:15,289961688,
01-1078-01-221402 33,2014,3/14/2014 13:40,Karaman greben,3/14/2014 13:40,289963200,
01-1078-13-18349 8,2014,3/15/2014 11:10,Karaman greben,3/15/2014 11:10,290040587,
01-1078-08-104508 67,2014,3/15/2014 14:30,Karaman greben,3/15/2014 14:30,290052557,
12-1078-08-178001806 73,2014,3/15/2014 15:36,Karaman greben,3/15/2014 15:36,290056552,
01-1078-14-2718 74,2014,3/16/2014 11:08,Karaman greben,3/16/2014 11:08,290126835,
01-1078-09-14084 52,2014,3/16/2014 12:40,Karaman greben,3/16/2014 12:40,290132359,
01-1078-03-146807 84,2014,3/16/2014 17:40,Karaman greben,3/16/2014 17:40,290150397,
01-107810-34666 64,2014,3/17/2014 10:30,Karaman greben,3/17/2014 10:30,290210997,
01-1078-08-105456 73,2014,3/19/2014 13:25,Karaman greben,3/19/2014 13:25,290394303,
01-1078-04-141725 80,2014,3/23/2014 9:10,Karaman greben,3/23/2014 9:10,290724553,
01-1078-12-33230 52,2014,3/23/2014 11:50,Karaman greben,3/23/2014 11:50,290734196,
01-1078-01-222793 82,2014,3/26/2014 12:17,Karaman greben,3/26/2014 12:17,290995018,
01-1078-05-27367 73,2014,4/2/2014 10:54,Karaman greben,4/2/2014 10:54,291594839,
01-1078-01-223187 64,2014,12/13/2014 12:15,Karaman greben,12/13/2014 12:15,313631667,
01-1078-01-223157 64,2014,12/13/2014 15:00,Karaman greben,12/13/2014 15:00,313641606,
01-1078-10-46579 33,2014,12/16/2014 10:50,Karaman greben,12/16/2014 10:50,313885774,
/,2014,12/17/2014 14:55,Karaman greben,12/17/2014 14:55,313986872,
01-1078-10476 47,2014,12/21/2014 14:15,Karaman greben,12/21/2014 14:15,314330109,
01-1078-06-64624 40,2014,12/23/2014 11:00,Karaman greben,12/23/2014 11:00,314491192,
01-1078-16-495 71,2014,12/23/2014 11:15,Karaman greben,12/23/2014 11:15,314492069,
01-1078-10-47752 33,2014,12/23/2014 11:30,Karaman greben,12/23/2014 11:30,314492994,
01-1078-01-223868 74,2014,12/23/2014 13:20,Karaman greben,12/23/2014 13:20,314499587,
10-1078-04-142662 86,2014,12/23/2014 13:45,Karaman greben,12/23/2014 13:45,314501089,
01-1078-02-196088 82,2014,12/23/2014 14:45,Karaman greben,12/23/2014 14:45,314504697,
01-1078-09-14646 85,2014,12/24/2014 11:10,Karaman greben,12/24/2014 11:10,314578151,
01-1078-02-196212 82,2014,12/24/2014 14:15,Karaman greben,12/24/2014 14:15,314589254,
Povređeni nema ski pass,2014,12/24/2014 14:25,Karaman greben,12/24/2014 14:25,314589860,
01-1078-03-146935 68,2014,12/24/2014 14:55,Karaman greben,12/24/2014 14:55,314591669,
01-1078-02-195938 64,2014,12/24/2014 15:10,Karaman greben,12/24/2014 15:10,314592574,
01-1078-13-19264 84,2014,12/25/2014 14:45,Karaman greben,12/25/2014 14:45,314677479,
01-1078-04-143041 89,2014,12/26/2014 13:25,Karaman greben,12/26/2014 13:25,314759082,
01-1078-10-47845 33,2014,12/27/2014 12:30,Karaman greben,12/27/2014 12:30,314842185,
01-1078-02-196824 82,2014,12/29/2014 11:00,Karaman greben,12/29/2014 11:00,315009609,
01-1078-08-108382 10,2014,12/29/2014 14:50,Karaman greben,12/29/2014 14:50,315023362,
